genres,title,specs,price,early_access,id,metascore,Action,Casual,Indie,Simulation,Strategy,Free to Play,RPG,Sports,Adventure,Racing,Early Access,Massively Multiplayer,Animation &amp; Modeling,Video Production,Utilities,Web Publishing,Education,Software Training,Design &amp; Illustration,Audio Production,Photo Editing,Accounting,year,playtime_forever
"['Action', 'Indie']",Slain: Back from Hell,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",12.99,False,369070,74.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,635.0
"['Action', 'Adventure', 'Casual', 'Indie']",Cellar,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",0.99,False,449060,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,1246.0
"['Adventure', 'Indie', 'RPG']",Solstice,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",19.99,False,317280,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,813.0
"['Indie', 'RPG', 'Simulation']",WolfQuest,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",9.99,False,431180,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,338.0
"['Casual', 'Indie']",Airstrike HD,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",1.99,False,453980,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,9439.0
"['Adventure', 'Indie', 'Strategy']",Tiny Guardians,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,431230,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,2137.0
"['Adventure', 'Indie']",The Sea Will Claim Everything,"['Single-player', 'Steam Achievements', 'Steam Cloud']",9.99,False,337720,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,0.0
"['Adventure', 'Casual', 'Indie']",The Descendant,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available']",14.99,False,351940,59.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,749.0
"['Adventure', 'Casual']",Lost Lands: The Golden Curse,"['Single-player', 'Steam Achievements', 'Steam Cloud']",6.99,False,433000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,326.0
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",Wolcen: Lords of Mayhem,['Single-player'],19.99,True,424370,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,258.0
"['Action', 'Adventure', 'Casual', 'Indie']",Disposable Heroes,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",4.99,False,366180,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,15.0
['Simulation'],Professional Farmer 2017,"['Single-player', 'Steam Achievements', 'Full controller support']",14.99,False,433670,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,0.0
"['Casual', 'Indie']",Bacteria,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",0.99,False,448470,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,2920.0
"['Casual', 'Indie', 'Simulation', 'Early Access']",Zombie Gotchi,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",9.99,True,398890,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,866.0
"['Adventure', 'Indie', 'Simulation']","Don't Die Dateless, Dummy!","['Single-player', 'Steam Achievements', 'Stats']",2.99,False,455490,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,20.0
['Adventure'],Day of the Tentacle Remastered,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Commentary available']",14.99,False,388210,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,2552.0
"['Action', 'Indie']",Crystal Chip Collector,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",4.99,False,454430,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0,1540.0
"['Simulation', 'Strategy']",Polaris Sector,['Single-player'],39.99,False,418250,76.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,1088.0
"['Indie', 'Simulation', 'Sports', 'Strategy']",Out of the Park Baseball 17,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']",19.99,False,402430,92.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,68.0
"['Simulation', 'Strategy']",Capitalism Plus,"['Single-player', 'Multi-player']",5.99,False,450120,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995.0,26.0
['Strategy'],Seven Kingdoms: Ancient Adversaries,['Single-player'],5.99,False,450140,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1998.0,9.0
"['Action', 'Adventure']",Way of the Samurai 3,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",19.99,False,427510,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,1928.0
"['Indie', 'Simulation']",Brick Inventions,"['Single-player', 'Multi-player', 'Steam Achievements', 'Stats']",4.99,False,411750,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,47.0
"['Adventure', 'Casual', 'Indie', 'RPG']",Wind Child,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",3.99,False,397090,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,135.0
"['Adventure', 'Casual', 'Indie']",The Next Door,"['Single-player', 'Steam Trading Cards']",0.99,False,447850,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,7805.0
"['Adventure', 'Indie']",Discouraged Workers TEEN,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",4.99,False,432180,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,0.0
"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",Khan: Absolute Power,"['MMO', 'In-App Purchases', 'Valve Anti-Cheat enabled']",0.0,False,451130,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,22.0
"['Indie', 'RPG']",bit Dungeon+,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support']",3.99,False,440020,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,12.0
"['Action', 'Adventure', 'Indie']",Vaccine War,"['Single-player', 'Full controller support', 'Commentary available']",7.99,False,453350,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,0.0
"['Action', 'Casual', 'Indie']",Piggy Princess,"['Single-player', 'Steam Trading Cards']",3.99,False,454670,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,1950.0
"['Action', 'Indie', 'Early Access']",Alchemist's Awakening,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Workshop', 'Includes level editor']",15.99,True,431450,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,128.0
"['Action', 'RPG']",Hyperdimension Neptunia U: Action Unleashed,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",29.99,False,387340,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,15298.0
"['Adventure', 'Casual']",Dark Parables: The Little Mermaid and the Purple Tide Collector's Edition,"['Single-player', 'Steam Trading Cards']",9.99,False,453390,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,186.0
"['Action', 'Indie']",Congo,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support']",9.99,False,317530,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,116.0
"['Casual', 'Indie', 'RPG']",Helen's Mysterious Castle,"['Single-player', 'Full controller support', 'Steam Trading Cards']",1.99,False,418190,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,304.0
"['Casual', 'Indie']",Hiragana Pixel Party,"['Single-player', 'Steam Achievements', 'Full controller support']",7.99,False,417310,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,21.0
"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",War Birds: WW2 Air strike 1942,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",3.99,False,451670,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,0.0
['Indie'],Square's Route,['Single-player'],3.99,False,448530,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,240.0
"['Action', 'Indie']",Bell Ringer,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",6.99,False,424830,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,10191.0
"['Action', 'Indie', 'Early Access']",Roses and Gems,"['Single-player', 'Steam Achievements']",4.99,True,406690,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,0.0
"['Action', 'Adventure', 'Indie']",PRiO,"['Single-player', 'Steam Achievements', 'Full controller support', 'Includes level editor']",5.99,False,428410,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,13.0
"['Indie', 'RPG', 'Early Access']",Samphi,"['Single-player', 'Steam Trading Cards', 'Steam Cloud']",4.99,True,341270,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,289.0
"['Action', 'Indie']",One Man Is Not No Man,['Single-player'],3.99,False,453510,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,64.0
['Indie'],Hyper Box,['Single-player'],2.99,False,438820,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,0.0
"['Action', 'Indie']",ASCII Attack,"['Single-player', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",2.99,False,370490,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,1574.0
"['Action', 'Indie']",Cosmic Leap,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",0.99,False,420850,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,2355.0
"['Adventure', 'Casual', 'Indie']",Tiny Knight,"['Single-player', 'Steam Achievements', 'Full controller support']",8.99,False,445210,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,0.0
"['Action', 'Casual', 'Indie', 'Strategy']",Nanobots,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",3.99,False,449120,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,29.0
"['Action', 'Indie']",Prison Run and Gun,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",2.99,False,436390,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,0.0
"['Action', 'Indie']",Nil-Ninjahtic: Ronin,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",1.99,False,454130,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,153.0
"['Casual', 'Indie']",Hustle Cat,"['Single-player', 'Steam Achievements', 'Steam Cloud']",19.99,False,453340,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,1510.0
"['Action', 'Indie', 'Early Access']",Mech Anarchy,"['Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor']",7.99,True,420900,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,918.0
"['Adventure', 'Indie']",Serafina's Crown,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",7.99,False,449340,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1692.0
"['Action', 'Indie', 'Simulation']",World's Fastest Pizza,"['Single-player', 'Full controller support']",2.99,False,396260,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,30.0
"['Action', 'Adventure', 'Indie']",Candlelight,"['Single-player', 'Full controller support']",9.99,False,451200,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,3.0
"['Casual', 'Indie']",Dynetzzle Extended,['Single-player'],0.99,False,438350,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,0.0
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",Mars 2030,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",4.99,False,416070,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,448.0
"['Action', 'Indie']",Generic Space Shooter,"['Single-player', 'Full controller support']",2.99,False,366010,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,0.0
"['Adventure', 'Casual', 'Free to Play']",Lost Lands: Mahjong,"['Single-player', 'Steam Achievements', 'Steam Cloud']",0.0,False,435030,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,11757.0
"['Adventure', 'Casual', 'Indie']",Season of 12 Colors,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",2.99,False,370280,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,448.0
"['Action', 'Adventure', 'Indie']",Out There Somewhere,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",0.49,False,263980,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,25919.0
"['Action', 'Casual', 'Indie']",One way to exit,"['Single-player', 'Steam Trading Cards']",1.99,False,451830,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,2231.0
"['Casual', 'Indie']",There's Poop In My Soup,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",0.99,False,449540,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,7678.0
"['Casual', 'Strategy']",Rush for gold: California,"['Single-player', 'Steam Trading Cards']",3.99,False,449520,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,0.0
['Casual'],Tropical Fish Shop 2,"['Single-player', 'Steam Trading Cards']",3.99,False,451350,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,0.0
['Indie'],Beat Da Beat,"['Single-player', 'Steam Achievements', 'Steam Leaderboards']",1.99,False,368570,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,0.0
"['Adventure', 'Casual']",The Secret Order 3: Ancient Times,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,437420,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,1209.0
"['Adventure', 'Casual', 'Indie']","Upwards, Lonely Robot","['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,417900,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,0.0
"['Action', 'Indie', 'Racing']",Cologne,"['Single-player', 'Online Multi-Player', 'Steam Trading Cards', 'Partial Controller Support']",12.99,False,444740,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,0.0
"['Adventure', 'Indie', 'RPG']",Moon Hunters,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",14.99,False,320040,62.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,3687.0
"['Simulation', 'Sports']",WWE 2K16,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Full controller support']",49.99,False,385730,74.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,86344.0
"['Indie', 'Simulation']",Caravanserail,['Single-player'],2.99,False,448480,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,0.0
"['Indie', 'Strategy']","Gremlins, Inc.","['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']",14.99,False,369990,75.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,6446.0
"['Action', 'Indie', 'RPG']",Ares Omega,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",0.99,False,405440,49.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,2081.0
"['Action', 'Indie', 'Early Access']",Jump Tanks,"['Multi-player', 'Partial Controller Support']",9.98,True,296810,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,0.0
"['Action', 'Adventure', 'Casual', 'Indie']",Ultimate Chicken Horse,"['Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,386940,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,20400.0
"['Indie', 'Simulation', 'Strategy']",Kingdom Wars 2: Battles,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Includes level editor']",13.99,False,253190,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,5501.0
"['Action', 'Casual', 'Indie']",Chicken Invaders 2,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",3.99,False,449550,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,15919.0
